parameter,Estimate,Est.Error,Q2.5,Q97.5
"r_tna_trimmed[crassatella.arcacea,Intercept]",0.02144568536576835,2.5115706388096446,-5.32587899537744,5.637991174075948
"r_tna_trimmed[panopea.regularis,Intercept]",-0.044474193285846335,2.4290433562633074,-5.312488924585775,5.316248706333023
"r_tna_trimmed[pleuromya.elongata,Intercept]",0.011745598328880702,2.4402411052683326,-5.203036372602835,5.227253018622782
"r_tna_trimmed[calva.varians,Intercept]",0.04936798404017972,2.4935038159940808,-5.147046254791588,5.260654858175375
"r_tna_trimmed[panzacorbula.pozo,Intercept]",-0.011581720200752453,2.5660112011810985,-5.386092110321462,5.2466822420112305
"r_tna_trimmed[glycymeris.apletos,Intercept]",-0.01729100530702978,2.576411841169139,-5.4421949677097485,5.471465812776702
"r_tna_trimmed[popenoella.hemphilli,Intercept]",0.01326493023364787,2.5422458472297453,-5.320339258728905,5.26603668098076
"r_tna_trimmed[trinacria.cor,Intercept]",0.011003728334672924,2.4202294775244844,-4.953653805341536,5.125951023348161
"r_tna_trimmed[inoceramus.fibrosus,Intercept]",0.03071152472780835,2.4910628552817724,-5.331931883690032,5.36230550353516
"r_tna_trimmed[nucula.cancellata,Intercept]",-0.028775449921279152,2.590196271624745,-5.381202073895147,4.977529784970299
"r_tna_trimmed[nucula.planimarginata,Intercept]",0.0372273339293083,2.4684044089683645,-5.166064377513161,5.322159705439575
"r_tna_trimmed[pteria.nebrascana,Intercept]",0.026782325514120672,2.5196726651579247,-5.236666789794704,5.315504641945645
"r_tna_trimmed[exogyra.overwegi,Intercept]",0.06639067273329176,2.46643177000109,-5.016672972339908,5.308341367915594
"r_tna_trimmed[panopea.clausa,Intercept]",0.0377045311172228,2.5170122984316956,-4.9748391956201,5.212040252305264
"r_tna_trimmed[nucula.suboblonga,Intercept]",-0.0033225478182487317,2.4616427392306814,-5.485610307294924,5.332877641933057
"r_tna_trimmed[seymourtula.antarctica,Intercept]",-0.029991450192307815,2.5242054266157767,-5.4691822721792756,5.030144054021075
"r_tna_trimmed[conchocele.townsendi,Intercept]",-0.015868346572785158,2.479281562711195,-5.2573484126806,5.007460527441923
"r_tna_trimmed[cubitostrea.tecticosta,Intercept]",-0.00565607277467729,2.4988492877984636,-5.332474041215706,5.432569307459257
"r_tna_trimmed[lima.reticulata,Intercept]",0.05742787793737441,2.4481305935082434,-4.879477894050454,5.358738419127529
"r_tna_trimmed[pterotrigonia.thoracica,Intercept]",-0.01966364399094819,2.399688489559899,-5.081416492319622,4.976516865077865
"r_tna_trimmed[trachycardium.eufaulensis,Intercept]",0.04945785641862495,2.4748966720609107,-5.083531503398884,5.296689533592671
"r_tna_trimmed[anomia.argentaria,Intercept]",0.008502893765450232,2.5429130731089047,-5.333261585084886,5.467099048141059
"r_tna_trimmed[bathytormus.pteropsis,Intercept]",0.03814479594578981,2.4563441401130963,-5.206220489792326,5.41429145260301
"r_tna_trimmed[caestocorbula.crassaplica,Intercept]",0.023002631232607977,2.4903144586751504,-5.2064717431417025,5.2572095611168885
"r_tna_trimmed[corbula.monmouthensis,Intercept]",0.03031707578558029,2.4066015316513294,-5.017726582958619,5.299154069174997
"r_tna_trimmed[liothyris.carolinensis,Intercept]",0.03550557066183499,2.5254336434103344,-5.276506229731538,5.485199164343612
"r_tna_trimmed[nemodon.grandis,Intercept]",-0.022617424955737344,2.444476851261434,-5.069749214974037,5.176810547024048
"r_tna_trimmed[praeleda.compar,Intercept]",-0.025990091124686122,2.582426429130198,-5.531204883770071,5.130168295423388
"r_tna_trimmed[nymphalucina.linearia,Intercept]",0.019540928958076086,2.3979619559326255,-5.059328729113605,4.979109862708499
"r_tna_trimmed[pterotrigonia.eufaulensis,Intercept]",-0.030954873981891725,2.5282135509164934,-5.326466180119327,5.0507472494858145
"r_tna_trimmed[cucullaea.littlei,Intercept]",0.05830653662155083,2.520494463633617,-5.173953833331136,5.189997590242108
"r_tna_trimmed[lopha.mesenterica,Intercept]",-0.013925360414567788,2.5384834246703463,-5.405752803752843,5.178140158349688
"r_tna_trimmed[ostrea.plumosa,Intercept]",-0.015610946965457761,2.5113813613533567,-5.262939013108454,5.25564715454025
"r_tna_trimmed[cuna.texana,Intercept]",-0.018986142860665915,2.6473688391334553,-5.554984084851312,5.361435965496357
"r_tna_trimmed[etea.carolinensis,Intercept]",0.02343760680685174,2.4294073859639185,-5.130673608486754,5.274990023838448
"r_tna_trimmed[plicatula.tetrica,Intercept]",0.06479137236622948,2.5153490609886613,-5.185956053902693,5.671365395594179
"r_tna_trimmed[gervilliopsis.ensiformis,Intercept]",-0.011313786721695352,2.5541663163073025,-5.358806695595244,5.365968793178388
"r_tna_trimmed[nucula.cunifrons,Intercept]",0.0071320480877613375,2.4109224868973853,-5.066983492249979,5.076998989932119
"r_tna_trimmed[chlamys.cretosus,Intercept]",-0.029467519630998185,2.46089028840086,-5.263181429017245,5.013491465205767
"r_tna_trimmed[lima.sellardsi,Intercept]",-0.013615400602543879,2.6256339529127204,-5.04415740697709,5.255471696018101
"r_tna_trimmed[cuspidaria.grandis,Intercept]",0.009550988700861289,2.5353583851455306,-5.1124907188300455,5.228671764932288
"r_tna_trimmed[idonearca.powersi,Intercept]",0.027429089561614602,2.4797233302068697,-4.9148602566791855,5.175043794468808
"r_tna_trimmed[lima.geronimoensis,Intercept]",-0.05705011179805102,2.4644949375543868,-5.424930438561034,5.007077152024358
"r_tna_trimmed[solyma.elliptica,Intercept]",0.00671862874081022,2.549855439916053,-5.376613075284284,5.2046765420183565
"r_tna_trimmed[lucina.parvilineata,Intercept]",-0.01427899594605999,2.532776678348241,-5.252546558522765,5.373789545913404
"r_tna_trimmed[syncyclonema.kingi,Intercept]",-0.0255195228497208,2.467170911826229,-5.118778151443854,5.330932835664578
"r_tna_trimmed[nuculana.rostratruncata,Intercept]",0.03818944949299665,2.5089550642358383,-5.50750293403892,5.391878342697719
"r_tna_trimmed[sourimis.georgiana,Intercept]",-0.004307707472548451,2.5374610673080964,-5.291194659730755,5.307132066303548
"r_tna_trimmed[lima.kimbroensis,Intercept]",-0.04886901246630062,2.5994060504520995,-5.378096394868073,5.012041141375577
"r_tna_trimmed[cuspidaria.grovensis,Intercept]",-0.015433360981932676,2.479424203900932,-5.231000935710248,5.234053395425395
"r_tna_trimmed[ostrea.congesta,Intercept]",0.019914150291560784,2.627517590222926,-5.464820814639131,5.423572304738747
"r_tna_trimmed[cuneolus.tippana,Intercept]",-0.016607578095550867,2.5337945614184028,-5.462366442410314,5.173082197645585
"r_tna_trimmed[agerostrea.mesenterica,Intercept]",0.011380693414721765,2.520472017049713,-5.242063954467256,5.32234146043379
"r_tna_trimmed[astarte.similis,Intercept]",0.0458006686943504,2.4440112436434203,-5.114517985951122,5.19707832223825
"r_tna_trimmed[corbula.paracrassa,Intercept]",0.011628758906242027,2.5307186044450534,-5.097400079177706,5.4055020989912865
"r_tna_trimmed[plicatula.ferryi,Intercept]",0.014814979618599764,2.380944598840812,-5.068090015653741,5.0623385319652145
"r_tna_trimmed[barbatia.carolinensis,Intercept]",0.027376035213936705,2.5553521745966674,-5.336779240764618,5.312622860869933
"r_tna_trimmed[crassatella.hodgei,Intercept]",0.016526227272376143,2.4621129758122513,-5.325566911653753,5.186167153070029
"r_tna_trimmed[nucula.stantoni,Intercept]",-0.0044797251849450735,2.511806305123595,-5.402023199559512,5.279167060733432
"r_tna_trimmed[mytiloides.striatoconcentricus,Intercept]",-0.0217379643811122,2.417299133463995,-5.2260358357750025,5.002648951531806
"r_tna_trimmed[amphidonte.pyrenaicum,Intercept]",0.00934943448605318,2.495837171269738,-5.292444969147893,5.343694141609478
"r_tna_trimmed[nucula.ovata,Intercept]",0.011167588080337213,2.508337331861482,-5.200376684418754,5.251396742312408
"r_tna_trimmed[inoperna.flagellifera,Intercept]",-0.006601310447886452,2.4766452585003096,-5.206219620140834,5.1315386200922974
"r_tna_trimmed[gervillia.solenoidea,Intercept]",0.04296323469098042,2.4663749813802713,-5.055506871690458,5.387034213370785
"r_tna_trimmed[syncyclonema.gamsensis,Intercept]",-0.028741371911500672,2.511780676171566,-5.122377620600551,5.134434542855062
"r_tna_trimmed[lyropecten.acuteplicatus,Intercept]",0.01577879700716723,2.44907120255824,-5.291434799387069,5.2080192855006775
"r_tna_trimmed[lyropecten.campaniensis,Intercept]",-0.030854221103176503,2.4966705034435854,-5.398741519104638,5.199961571273914
"r_tna_trimmed[mimachlamys.cretosa,Intercept]",0.06169502731875464,2.4757954892167437,-4.811147492475216,5.493759044707936
"r_tna_trimmed[limatula.ovata,Intercept]",0.026590121675887472,2.542383051384828,-5.203604532561856,5.4852333153923825
"r_tna_trimmed[gryphaeostrea.canaliculata,Intercept]",-0.045189811051925995,2.5361987682357396,-5.712909080292371,5.435233345560018
"r_tna_trimmed[lucina.subnumismalis,Intercept]",0.004985949752247483,2.40963456737342,-5.049235499270937,5.142244140153728
"r_tna_trimmed[granocardium.productum,Intercept]",-0.024608415640648872,2.5418483160831316,-5.510345832466112,5.420796812673126
"r_tna_trimmed[pholadomya.esmarki,Intercept]",0.028278829583079493,2.5647687321331545,-4.9459847635010386,5.324145916405215
"r_tna_trimmed[pholadomya.decussata,Intercept]",0.024082872529488392,2.4417031126973794,-5.137880442130878,5.374641649977654
"r_tna_trimmed[septifer.lineatus,Intercept]",0.01214463326294294,2.4214643781184813,-5.332670479793526,5.131589906776502
"r_tna_trimmed[mimachlamys.denticulata,Intercept]",0.023274416343616038,2.6546284663886452,-5.237196220900788,5.403275106533985
"r_tna_trimmed[hippurites.cornucopiae,Intercept]",0.004502897225213996,2.4923406508522326,-5.40719699494062,5.395405258935965
"r_tna_trimmed[ostrea.diluviana,Intercept]",-0.03640315734669885,2.552906298514298,-5.524067130714314,5.198627260607101
"r_tna_trimmed[anomia.pseudoradiata,Intercept]",-0.008947385675099558,2.5476132616406164,-5.264762170046302,5.24571850607263
"r_tna_trimmed[ostrea.merceyi,Intercept]",-0.020940471657400206,2.4251001608814304,-5.239133145603955,5.11239483091268
"r_tna_trimmed[malayomaorica.malayomaorica,Intercept]",0.018234052495581635,2.443599958189348,-5.09716096242939,5.173444108900673
"r_tna_trimmed[caribbea.muellerriedi,Intercept]",0.038498313965799946,2.4513340119083056,-4.939547033762011,5.223527699760172
"r_tna_trimmed[liostrea.lehmanni,Intercept]",0.005739392650943599,2.4866670933547352,-5.255583291149377,5.322291577100277
"r_tna_trimmed[plicatounio.naktongensis,Intercept]",-0.03406381666160859,2.469290981364859,-5.367086895316632,5.076179635202594
"r_tna_trimmed[neithea.regularis,Intercept]",0.0028018706247507387,2.4260855950704174,-5.167776699762834,5.112555572669761
"r_tna_trimmed[crassatella.rothii,Intercept]",-0.04967993126459186,2.432428741114538,-5.512702330299749,5.116793710525455
"r_tna_trimmed[modiolus.carolinensis,Intercept]",-0.007910115796973996,2.4858021311298137,-5.116987222534099,5.239352879806648
"r_tna_trimmed[ostrea.sechura,Intercept]",0.015387183010435857,2.442373110300255,-5.1878764737138745,5.359033858647669
"r_tna_trimmed[perucardia.brueggeni,Intercept]",0.0460984415196223,2.4727312185243036,-5.106027475641312,5.495125720189028
"r_tna_trimmed[ambigostrea.villei,Intercept]",-0.059127661456827754,2.4043398512739085,-5.392189695561315,5.036816480976437
"r_tna_trimmed[australoneilo.gracilis,Intercept]",-0.0016166270857125623,2.592343093356528,-5.380578916164271,5.148809187521435
"r_tna_trimmed[lahillia.larseni,Intercept]",-0.0014975758273143619,2.461218463922554,-5.190087150442669,5.21771952120376
"r_tna_trimmed[radiolites.macroplicatus,Intercept]",0.027215089797322754,2.4962035190565874,-5.084362226607041,5.293426584371796
"r_tna_trimmed[chiapasella.radiolitiformis,Intercept]",0.04617714883618388,2.5751765338709265,-5.263460823513174,5.481418616674001
"r_tna_trimmed[antillocaprina.trilobata,Intercept]",-0.009323898697184944,2.513775932615358,-5.307451304657896,5.15005606020532
"r_tna_trimmed[hippuritella.lapeirousei,Intercept]",0.045803221147769906,2.766572243357467,-5.180284613288486,5.624692841007826
"r_tna_trimmed[trochoceramus.tricostatus,Intercept]",0.0262482348438636,2.4135049147478513,-5.152247929129042,5.056041224031527
"r_tna_trimmed[pacitrigonia.patagonica,Intercept]",0.03276811352524767,2.5872691978872746,-5.19776017619687,5.340691554263698
"r_tna_trimmed[bournonia.excavata,Intercept]",0.045308650755976086,2.4515177267999655,-5.054686514737862,5.383499372628432
"r_tna_trimmed[joufia.reticulata,Intercept]",0.03475196341354855,2.619458114311015,-5.334959783521177,5.36205069875117
"r_tna_trimmed[hippurites.colliciatus,Intercept]",0.02457928761524307,2.5398402500365607,-5.084952409865116,5.147424347412534
"r_tna_trimmed[mitrocaprina.bulgarica,Intercept]",-0.01384873745138961,2.420966460231964,-5.048562899128545,5.075434277008954
"r_tna_trimmed[radiolitella.maestrichtiana,Intercept]",-0.03125253683409169,2.4943223872050666,-5.505607332734563,4.925200069817344
"r_tna_trimmed[pironaea.slavonica,Intercept]",0.043857994316258773,2.510705078451596,-5.103896449050377,5.401723362075358
"r_tna_trimmed[medeella.zignana,Intercept]",0.006150918245135709,2.589510200586973,-5.4785795018896515,5.242666799738302
"r_tna_trimmed[ceratostreon.flabellatum,Intercept]",0.014160245274457937,2.5542770253257174,-5.137166803015217,5.598327999116459
"r_tna_trimmed[bournonia.bournoni,Intercept]",0.01398729831569622,2.485417834090876,-5.256945302747202,5.50088369038116
"r_tna_trimmed[mitrocaprina.tschoppi,Intercept]",-0.01163661089032653,2.558283118511494,-5.416488075555018,5.029481679709454
"r_tna_trimmed[parastroma.guitarti,Intercept]",0.03791403699270871,2.545929911752499,-5.2777306391501275,5.485263340835828
"r_tna_trimmed[grammatodon.sulcatinus,Intercept]",0.04210637321156118,2.49880554808702,-5.0990916490204095,5.285497951352541
"r_tna_trimmed[pinna.freneixae,Intercept]",0.00408464600742701,2.459352442472212,-5.115527217265945,5.253193276046221
"r_tna_trimmed[praeradiolites.hoeninghausi,Intercept]",-0.016070849251168536,2.49449813383844,-5.3135711340433565,5.394568981671145
"r_tna_trimmed[katzeria.hercegovinaensis,Intercept]",-0.019226441680858537,2.4486876467674996,-5.396995068405456,5.1594383907171
"r_tna_trimmed[biradiolites.ara,Intercept]",0.05819364097047477,2.492571276870971,-5.102303977407251,5.474415937437964
"r_tna_trimmed[favus.antei,Intercept]",-0.008740658853415503,2.4773885623300624,-5.182834902192505,5.159166920475489
"r_tna_trimmed[lima.canalifera,Intercept]",-0.014885291431237508,2.503256616717599,-5.055112934800524,5.067035594728231
"r_tna_trimmed[lima.woodsi,Intercept]",-0.013457301222439103,2.4388967930085372,-5.419745744453616,5.091245156207074
"r_tna_trimmed[oistotrigonia.waiparensis,Intercept]",-0.007725192230395593,2.423763816786706,-5.177466844755423,5.2203041583314755
"r_tna_trimmed[yoldia.cupressensis,Intercept]",0.017719007539258216,2.4612269449227044,-5.2724761528657185,5.205041542590206
"r_tna_trimmed[yoldia.mcconnelli,Intercept]",-0.015567139587025932,2.4010948938693093,-5.0507816414155275,5.051286677552583
"r_tna_trimmed[panope.mclearni,Intercept]",-0.05347355061179016,2.4585667783643386,-5.292195856158932,4.842935219209065
"r_tna_trimmed[protocardia.subquadrata,Intercept]",0.03727442846024796,2.5198032566710697,-5.260838776726047,5.508673389347716
"r_tna_trimmed[pholadomya.cupressensis,Intercept]",0.03750286984435168,2.485289914890695,-5.354145946739594,5.254229763212332
"r_tna_trimmed[corbula.sprouli,Intercept]",0.0029317000636036408,2.436539035133397,-5.2935676077920215,5.326592063697036
"r_tna_trimmed[tellina.cupressensis,Intercept]",0.012075364945462365,2.6173890799941066,-5.228378684714177,5.392930447047324
"r_tna_trimmed[tancredia.americana,Intercept]",0.009419078063088353,2.5174065986839502,-5.425108577521839,5.209318523843989
"r_tna_trimmed[cardium.spillmani,Intercept]",0.0027597998267127376,2.4394133172384427,-5.2723334819786665,5.094834534307996
"r_tna_trimmed[oistotrigonia.pygoscelium,Intercept]",0.058464635703379085,2.487228323498165,-5.070413939165513,5.311127755011686
"r_tna_trimmed[tenea.inflata,Intercept]",-0.0048427999385380815,2.46746034219003,-5.181380480177746,5.109194995179333
"r_tna_trimmed[glycymerita.veatchii,Intercept]",0.011843150501534677,2.5036904689864854,-5.248679948530593,5.212683239762566
"r_tna_trimmed[macrocallista.cordata,Intercept]",-0.0698557291144488,2.4113082258169616,-5.209679975989334,5.121322777540351
"r_tna_trimmed[inoceramus.stanislausensis,Intercept]",-0.02772392061008149,2.5039186780563676,-5.561001762443551,5.071712691642256
"r_tna_trimmed[acila.demessa,Intercept]",0.045139434758901316,2.4380158954701554,-5.041477108086826,5.441253015155251
"r_tna_trimmed[calva.peninsularis,Intercept]",0.0018507103256963156,2.462723935332676,-5.197847565504382,5.234025582114771
"r_tna_trimmed[opis.triangulata,Intercept]",0.04936173728010238,2.4514851572675735,-5.053829896114253,5.380444254207207
"r_tna_trimmed[cymbophora.triangulata,Intercept]",-0.03702906952548031,2.4677108808557544,-5.563626401500324,4.992704518715004
"r_tna_trimmed[glycymerita.banosensis,Intercept]",-0.015036859759725203,2.5980476704958457,-5.4519841809841205,5.218367493023455
"r_tna_trimmed[calva.nitida,Intercept]",-0.05859759654721505,2.4631954727935694,-5.480542351149384,4.85673713647281
"r_tna_trimmed[meekia.sella,Intercept]",0.024081170146309082,2.500274174887904,-5.242929747821022,5.186742654715487
"r_tna_trimmed[mytilus.quadratus,Intercept]",-0.018893649111104707,2.4706973303436066,-5.357605692880697,5.152030799560333
"r_tna_trimmed[adelodonax.altus,Intercept]",0.057728798788106134,2.552627144812692,-5.267245152318074,5.372730417972168
"r_tna_trimmed[legumen.ooides,Intercept]",0.03467806630144469,2.480043108283833,-5.2355157778807975,5.526570958509068
"r_tna_trimmed[parallelodon.brewerianus,Intercept]",-0.0016474770339556452,2.495670455104875,-5.450478537653491,5.401005863592188
"r_tna_trimmed[praeradiolites.ciryi,Intercept]",-0.003809750651740989,2.577180334007594,-5.539373528694692,5.344297799583119
"r_tna_trimmed[biradiolites.mooretownensis,Intercept]",-0.014453373550351572,2.4550957455897437,-5.364933370772827,5.219029860686539
"r_tna_trimmed[dictyoptychus.morgani,Intercept]",0.018031277589997546,2.4529388876893585,-5.063971713261979,5.396781152031147
"r_tna_trimmed[inoceramus.chicoensis,Intercept]",0.019912192137767428,2.4989256949273235,-5.254410501587313,5.235004771055359
"r_tna_trimmed[arca.mcnairyensis,Intercept]",-0.0068567082512503074,2.497574999711361,-5.397497947777342,5.428515181901833
"r_tna_trimmed[glycymeris.microsulci,Intercept]",0.00996488038277163,2.4384377503420867,-5.218024425228496,5.032571789059426
"r_tna_trimmed[pecten.argillensis,Intercept]",0.045502421073800016,2.56981111552851,-5.35435375647622,5.363796151445773
"r_tna_trimmed[lithophaga.conchafodentis,Intercept]",-0.0064621683654600935,2.5367323846676952,-5.342982011904372,5.262674411653396
"r_tna_trimmed[cardium.dumosum,Intercept]",0.016864403332955576,2.4913698511451168,-5.07188996320319,5.197572843979031
"r_tna_trimmed[granocardium.tenuistriatum,Intercept]",-0.04635819423940424,2.473306245366257,-5.396305379664257,5.12715623351364
"r_tna_trimmed[protocardia.stantoni,Intercept]",0.04036828315458846,2.5005168592429294,-4.958504993606528,5.174367057622509
"r_tna_trimmed[corbula.crassiplica,Intercept]",-0.011595594436245957,2.4319158944008703,-4.961755780326575,5.305183428458188
"r_tna_trimmed[corbulamella.suffalciata,Intercept]",0.004003836211370094,2.493450646862329,-5.433794319741986,5.419531090055118
"r_tna_trimmed[clisocolus.moreauensis,Intercept]",-0.004498991621708109,2.422176006364628,-5.3545940669804795,5.0923545059084905
"r_tna_trimmed[granocardium.whitei,Intercept]",-0.030204239668322714,2.5801590568093387,-5.320723237208517,5.3614217261313755
"r_tna_trimmed[laluzia.armini,Intercept]",-0.013102298277856337,2.4589275380706606,-5.117481937537709,5.19354679925111
"r_tna_trimmed[opis.rosarioensis,Intercept]",0.024108303660492044,2.568594755210355,-5.457657887709468,5.191301912627464
"r_tna_trimmed[inoceramus.galoi,Intercept]",0.04666169351644614,2.5980182206268565,-5.245539512688747,5.143983079188618
"r_tna_trimmed[retroceramus.haasti,Intercept]",-0.036151537885885834,2.501860466553198,-5.488286267071272,5.191872354163596
"r_tna_trimmed[spisula.berryi,Intercept]",-0.04801471785331539,2.647399403396777,-5.6381345274043975,5.044352846035694
"r_tna_trimmed[monopleura.falgasi,Intercept]",-0.02175514328442759,2.5038759182861146,-5.430651382686511,5.118811041539613
"r_tna_trimmed[monopleura.figolina,Intercept]",-0.0018620037618910072,2.548907810304237,-5.356873778400483,5.350554562678094
"r_tna_trimmed[biradiolites.osensis,Intercept]",-0.01791236491199653,2.4838482710987844,-5.373052137938784,5.05519916365929
"r_tna_trimmed[biradiolites.lumbricalis,Intercept]",-0.0037617123396396146,2.586757186539725,-5.294056536447076,5.31818200322315
"r_tna_trimmed[vaccinites.vesiculosus,Intercept]",-0.019901310448840293,2.4840626826118934,-5.350051946291299,5.080551122177715
"r_tna_trimmed[biradiolites.fissicostatus,Intercept]",-0.010049485458058893,2.471504244462368,-5.016343153852226,4.952603596068658
"r_tna_trimmed[praeradiolites.subtoucasi,Intercept]",-0.0378824263940343,2.606414463245864,-5.562568497061046,5.12114321856427
"r_tna_trimmed[lapeirousia.laskarevi,Intercept]",0.03728371924457393,2.477303763691727,-4.975674463738044,5.423440718560788
"r_tna_trimmed[lapeirousia.plana,Intercept]",-0.02606355242083434,2.503471729021312,-5.614733651258088,5.07055846180944
"r_tna_trimmed[lapeirousia.zitteli,Intercept]",0.012119981362437937,2.483907020815261,-5.170336674351049,5.269365589136528
"r_tna_trimmed[vaccinites.sulcatus,Intercept]",0.017592991132972646,2.4765473578617767,-5.033391729878522,5.09267476958136
"r_tna_trimmed[cucullaea.thevestensis,Intercept]",0.014610953341344182,2.4752381414326354,-5.37251493067276,5.309809103607124
"r_tna_trimmed[indogrammatodon.vancouverensis,Intercept]",0.024827719869917168,2.5686510896792805,-5.4499446131478715,5.483525249519859
"r_tna_trimmed[callistalox.fragilis,Intercept]",-0.003868014747051805,2.4530655055370554,-5.121096428856427,5.326164763495629
"r_tna_trimmed[lyriochlamys.traskii,Intercept]",0.02907423448253531,2.5024564732308536,-5.270290321975659,5.482601406384064
"r_tna_trimmed[clisocolus.dubius,Intercept]",-0.015123896524697492,2.468541690772779,-5.412355711287005,5.150606496989262
"r_tna_trimmed[crassatella.mercedensis,Intercept]",-0.008298784432320289,2.431161916341098,-5.301257961991604,5.11364336973901
"r_tna_trimmed[crassatella.conradiana,Intercept]",0.00610486080719658,2.505964264398492,-5.139805280632323,5.233703155115192
"r_tna_trimmed[pholadomya.diegoensis,Intercept]",0.007320449816530079,2.422561389388968,-5.04719408514897,5.196381485040273
"r_tna_trimmed[acila.princeps,Intercept]",0.010012001769039693,2.492651025064379,-5.14470172455063,5.319216370827774
"r_tna_trimmed[oscillopha.figari,Intercept]",0.017705646511753947,2.4884167615879313,-5.22853974780057,5.304012927407195
"r_tna_trimmed[agerostrea.rouxi,Intercept]",-0.005233250523473676,2.463188844077291,-5.176472512359052,5.106703825517532
"r_tna_trimmed[ambigostrea.tripolitana,Intercept]",-5.297144107457901e-4,2.403445563398523,-4.91547678062407,4.958924280024575
